Index,Brand,Model,Price,ProductionDate,ProductionMonth,Mileage,FuelType,EngineDis,Color,TransSystem,DriveSystem,Seats,Location,SellerInfo,CarLink
143,TOYOTA,RAV4,19.8,2009年07月,190,87000,汽油,2.4,黑色,自排,前輪驅動,5,新竹市,https://www.abccar.com.tw/dealer/235236,https://www.abccar.com.tw/Car/2241224
144,TOYOTA,RAV4,66.8,2021年06月,47,123859,汽油,2,白色,手自排,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/55152,https://www.abccar.com.tw/Car/2241214
145,TOYOTA,RAV4,39.9,2017年02月,99,57025,汽油,2.5,灰色,手自排,前輪驅動,5,台北市,https://www.abccar.com.tw/dealer/52885,https://www.abccar.com.tw/Car/2241068
146,TOYOTA,RAV4,28.8,2010年12月,173,120572,汽油,2.4,銀色,自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/39171,https://www.abccar.com.tw/Car/2241037
147,TOYOTA,RAV4,45,2016年08月,105,155027,汽油,2,黑色,手自排,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/206526,https://www.abccar.com.tw/Car/2240899
148,TOYOTA,RAV4,45,2016年11月,102,181211,汽油,2,黑色,手自排,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/206526,https://www.abccar.com.tw/Car/2240893
149,TOYOTA,RAV4,45.8,2017年12月,89,200531,汽油,2,白色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/28793,https://www.abccar.com.tw/Car/2240258
150,TOYOTA,RAV4,86.8,2021年06月,47,68000,油電複合,2.5,白色,CVT 無段變速,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/203434,https://www.abccar.com.tw/Car/2239817
151,TOYOTA,RAV4,84.8,2021年10月,43,51628,汽油,2,白色,手自排,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/206526,https://www.abccar.com.tw/Car/2239559
152,TOYOTA,RAV4,75.8,2022年02月,39,103931,汽油,2,灰色,手自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/201611,https://www.abccar.com.tw/Car/2239091
153,TOYOTA,RAV4,75.8,2022年03月,38,95223,汽油,2,白色,手自排,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/50667,https://www.abccar.com.tw/Car/2239386
154,TOYOTA,RAV4,39.8,2016年06月,107,167312,汽油,2,白色,手自排,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/50667,https://www.abccar.com.tw/Car/2239084
155,TOYOTA,RAV4,68.8,2021年10月,43,150618,汽油,2,藍色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/69366,https://www.abccar.com.tw/Car/2237246
156,TOYOTA,RAV4,39.8,2016年08月,105,205000,汽油,2,白色,CVT 無段變速,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/72246,https://www.abccar.com.tw/Car/2237250
157,TOYOTA,RAV4,79,2020年01月,64,97459,汽油,2,白色,手自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/201687,https://www.abccar.com.tw/Car/2236710
158,TOYOTA,RAV4,67.8,2019年03月,74,162941,汽油,2,銀色,手自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/46826,https://www.abccar.com.tw/Car/2236747
159,TOYOTA,RAV4,56.8,2018年11月,78,114174,汽油,2,黑色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/53328,https://www.abccar.com.tw/Car/2236616
160,TOYOTA,RAV4,22.8,2013年11月,138,237076,汽油,2.5,黑色,手自排,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/217936,https://www.abccar.com.tw/Car/2236945
161,TOYOTA,RAV4,84.8,2022年10月,31,26524,汽油,2,灰色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/27546,https://www.abccar.com.tw/Car/2235705
162,TOYOTA,RAV4,49,2016年01月,112,173086,汽油,2.5,灰色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/69022,https://www.abccar.com.tw/Car/2235325
163,TOYOTA,RAV4,72.8,2021年01月,52,55000,汽油,2,白色,CVT 無段變速,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/212334,https://www.abccar.com.tw/Car/2235359
164,TOYOTA,RAV4,23.8,2011年07月,166,223033,汽油,2.4,白色,自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/229764,https://www.abccar.com.tw/Car/2235213
165,TOYOTA,RAV4,38.8,2014年12月,125,147771,汽油,2,白色,手自排,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/52931,https://www.abccar.com.tw/Car/2234491
166,TOYOTA,RAV4,72.8,2022年01月,40,87332,汽油,2,銀色,手自排,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/60867,https://www.abccar.com.tw/Car/2234040
167,TOYOTA,RAV4,55.8,2017年05月,96,101521,油電複合,2.5,灰色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/69004,https://www.abccar.com.tw/Car/2234013
168,TOYOTA,RAV4,57.8,2017年10月,91,77533,汽油,2,白色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/69366,https://www.abccar.com.tw/Car/2234187
0,TOYOTA,RAV4,49,2016年08月,105,162881,汽油,2,黑色,手自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/201687,https://www.abccar.com.tw/Car/2233724
1,TOYOTA,RAV4,19.8,2012年04月,157,173829,汽油,2.4,銀色,自排,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/14966,https://www.abccar.com.tw/Car/2232970
2,TOYOTA,RAV4,25.8,2012年09月,152,163818,汽油,2.4,銀色,自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/17252,https://www.abccar.com.tw/Car/2232607
3,TOYOTA,RAV4,49.8,2017年09月,92,68243,汽油,2.5,紅色,手自排,前輪驅動,5,嘉義縣,https://www.abccar.com.tw/dealer/69903,https://www.abccar.com.tw/Car/2232661
4,TOYOTA,RAV4,79.8,2022年01月,40,88000,汽油,2,白色,CVT 無段變速,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/71052,https://www.abccar.com.tw/Car/2232363
5,TOYOTA,RAV4,83,2021年02月,51,47263,汽油,2,白色,手自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/201687,https://www.abccar.com.tw/Car/2227408
6,TOYOTA,RAV4,88.8,2022年01月,40,65496,油電複合,2.5,白色,自手排,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/53026,https://www.abccar.com.tw/Car/2229569
7,TOYOTA,RAV4,24.8,2012年04月,157,213682,汽油,2.4,黑色,自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/205550,https://www.abccar.com.tw/Car/2230390
8,TOYOTA,RAV4,48.8,2016年12月,101,96288,汽油,2,紅色,自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/61322,https://www.abccar.com.tw/Car/2225702
9,TOYOTA,RAV4,43.6,2015年07月,118,105503,汽油,2,白色,手自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/219655,https://www.abccar.com.tw/Car/2227873
10,TOYOTA,RAV4,69.8,2020年01月,64,87218,汽油,2,黑色,手自排,前輪驅動,0,新北市,https://www.abccar.com.tw/dealer/50667,https://www.abccar.com.tw/Car/2227314
11,TOYOTA,RAV4,28.8,2012年05月,156,170053,汽油,2.4,白色,自排,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/52931,https://www.abccar.com.tw/Car/2226401
12,TOYOTA,RAV4,35.8,2013年10月,139,157774,汽油,2,白色,CVT 無段變速,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/218660,https://www.abccar.com.tw/Car/2226363
13,TOYOTA,RAV4,68.8,2020年03月,62,99000,汽油,2,白色,CVT 無段變速,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/72512,https://www.abccar.com.tw/Car/2225087
14,TOYOTA,RAV4,78.8,2020年07月,58,94707,油電複合,2.5,白色,手自排,前輪驅動,5,台北市,https://www.abccar.com.tw/dealer/52889,https://www.abccar.com.tw/Car/2223894
15,TOYOTA,RAV4,18.8,2009年12月,185,289302,汽油,2.4,黑色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/42695,https://www.abccar.com.tw/Car/2221800
16,TOYOTA,RAV4,65.8,2019年04月,73,122337,汽油,2,黑色,手自排,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/221750,https://www.abccar.com.tw/Car/2220535
17,TOYOTA,RAV4,18.5,2011年10月,163,220000,汽油,2.4,銀色,自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/1593,https://www.abccar.com.tw/Car/2235282
18,TOYOTA,RAV4,69.9,2019年11月,66,112000,油電複合,2.5,灰色,CVT 無段變速,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/10294,https://www.abccar.com.tw/Car/2230899
19,TOYOTA,RAV4,68.8,2021年06月,47,43025,汽油,2,黑色,CVT 無段變速,前輪驅動,5,台南市,https://www.abccar.com.tw/dealer/231805,https://www.abccar.com.tw/Car/2230346
20,TOYOTA,RAV4,46.8,2018年11月,78,73000,汽油,2,白色,CVT 無段變速,前輪驅動,5,新北市,,https://www.abccar.com.tw/Car/2229013
21,TOYOTA,RAV4,46.8,2017年12月,89,110000,汽油,2,銀色,CVT 無段變速,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/219427,https://www.abccar.com.tw/Car/2228010
22,TOYOTA,RAV4,47.8,2016年12月,101,155424,汽油,2,黑色,CVT 無段變速,前輪驅動,5,台南市,https://www.abccar.com.tw/dealer/231805,https://www.abccar.com.tw/Car/2226920
23,TOYOTA,RAV4,45.8,2017年04月,97,114869,汽油,2,紅色,CVT 無段變速,前輪驅動,5,新竹縣,https://www.abccar.com.tw/dealer/4338,https://www.abccar.com.tw/Car/2226704
24,TOYOTA,RAV4,75.8,2019年09月,68,48399,油電複合,2.5,藍色,CVT 無段變速,四輪驅動,5,新竹縣,https://www.abccar.com.tw/dealer/4338,https://www.abccar.com.tw/Car/2226701
25,TOYOTA,RAV4,68.8,2020年03月,62,98000,汽油,2,白色,CVT 無段變速,前輪驅動,5,新北市,,https://www.abccar.com.tw/Car/2224874
26,TOYOTA,RAV4,22.6,2010年12月,173,155350,汽油,2.4,銀色,自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/8936,https://www.abccar.com.tw/Car/2223981
27,TOYOTA,RAV4,56.6,2019年10月,67,145450,汽油,2,灰色,CVT 無段變速,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/8936,https://www.abccar.com.tw/Car/2220424
28,TOYOTA,RAV4,65.8,2019年07月,70,70336,汽油,2,灰色,手自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/238179,https://www.abccar.com.tw/Car/2219496
29,TOYOTA,RAV4,32.8,2013年03月,146,161470,汽油,2.5,白色,手自排,前輪驅動,5,台東縣,https://www.abccar.com.tw/dealer/235392,https://www.abccar.com.tw/Car/2243324
30,TOYOTA,RAV4,16.8,2009年04月,193,192025,汽油,2.4,白色,自排,前輪驅動,5,雲林縣,https://www.abccar.com.tw/dealer/69607,https://www.abccar.com.tw/Car/2243280
31,TOYOTA,RAV4,29.8,2015年12月,113,240000,汽油,2.5,白色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/224648,https://www.abccar.com.tw/Car/2243249
32,TOYOTA,RAV4,56,2017年06月,95,134690,油電複合,2.5,白色,自排,前輪驅動,5,雲林縣,https://www.abccar.com.tw/dealer/15765,https://www.abccar.com.tw/Car/2243206
33,TOYOTA,RAV4,62.8,2019年12月,65,139000,汽油,2,銀色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/26144,https://www.abccar.com.tw/Car/2243204
34,TOYOTA,RAV4,69.8,2019年06月,71,100000,汽油,2,白色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/231994,https://www.abccar.com.tw/Car/2243099
35,TOYOTA,RAV4,72,2019年07月,70,72159,油電複合,2.5,灰色,手自排,前輪驅動,5,台北市,https://www.abccar.com.tw/dealer/223221,https://www.abccar.com.tw/Car/2208368
36,TOYOTA,RAV4,35,2013年06月,143,199437,汽油,2,白色,手自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/211381,https://www.abccar.com.tw/Car/2242936
37,TOYOTA,RAV4,69.8,2021年11月,42,70374,汽油,2,白色,手自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/17479,https://www.abccar.com.tw/Car/2242895
38,TOYOTA,RAV4,57.8,2017年02月,99,136185,汽油,2,白色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/73222,https://www.abccar.com.tw/Car/2242837
39,TOYOTA,RAV4,16,2009年03月,194,166858,汽油,2.4,白色,自排,前輪驅動,5,嘉義市,https://www.abccar.com.tw/dealer/216634,https://www.abccar.com.tw/Car/2242803
40,TOYOTA,RAV4,35.8,2014年02月,135,195159,汽油,2.5,黑色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/1640,https://www.abccar.com.tw/Car/2242785
41,TOYOTA,RAV4,63.8,2016年03月,110,165085,汽油,2,白色,自排,前輪驅動,5,雲林縣,https://www.abccar.com.tw/dealer/236138,https://www.abccar.com.tw/Car/2203650
42,TOYOTA,RAV4,20.8,2012年03月,158,223377,汽油,2.4,黑色,自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/219572,https://www.abccar.com.tw/Car/2223865
43,TOYOTA,RAV4,78.8,2015年01月,124,89868,汽油,2,黑色,手自排,前輪驅動,0,宜蘭縣,https://www.abccar.com.tw/dealer/216596,https://www.abccar.com.tw/Car/2207490
44,TOYOTA,RAV4,37,2015年06月,119,151897,汽油,2,銀色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/221758,https://www.abccar.com.tw/Car/2225984
45,TOYOTA,RAV4,25.8,2017年10月,91,110000,油電複合,2.5,白色,CVT 無段變速,四輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2242625
46,TOYOTA,RAV4,69.8,2021年10月,43,148746,汽油,2,白色,手自排,前輪驅動,5,雲林縣,https://www.abccar.com.tw/dealer/69607,https://www.abccar.com.tw/Car/2242617
47,TOYOTA,RAV4,83.9,2022年04月,37,63000,油電複合,2.5,銀色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/17799,https://www.abccar.com.tw/Car/2242576
48,TOYOTA,RAV4,32.8,2014年02月,135,202002,汽油,2,灰色,手自排,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/219041,https://www.abccar.com.tw/Car/2230170
49,TOYOTA,RAV4,83.8,2021年01月,52,65000,汽油,2,藍色,手自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/232738,https://www.abccar.com.tw/Car/2230424
50,TOYOTA,RAV4,46.5,2014年06月,131,158308,汽油,2,白色,自排,前輪驅動,0,高雄市,https://www.abccar.com.tw/dealer/226711,https://www.abccar.com.tw/Car/2202293
51,TOYOTA,RAV4,36.8,2015年06月,119,48778,汽油,2.5,銀色,自排,前輪驅動,5,新北市,https://www.abccar.com.tw/dealer/205681,https://www.abccar.com.tw/Car/2242367
52,TOYOTA,RAV4,49.8,2018年12月,77,80000,汽油,2,銀色,自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/218999,https://www.abccar.com.tw/Car/2242332
53,TOYOTA,RAV4,48.8,2016年11月,102,182097,汽油,2,黑色,手自排,前輪驅動,0,桃園市,https://www.abccar.com.tw/dealer/218789,https://www.abccar.com.tw/Car/2242286
54,TOYOTA,RAV4,59.8,2015年02月,123,110868,汽油,2.5,白色,自排,前輪驅動,0,桃園市,https://www.abccar.com.tw/dealer/232403,https://www.abccar.com.tw/Car/2220636
55,TOYOTA,RAV4,42.8,2019年12月,65,56000,油電複合,2.5,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2242245
56,TOYOTA,RAV4,14.8,2009年07月,190,174777,汽油,2.4,黑色,自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/222079,https://www.abccar.com.tw/Car/2242232
57,TOYOTA,RAV4,35.8,2013年07月,142,180000,汽油,2,黑色,手自排,前輪驅動,5,台中市,,https://www.abccar.com.tw/Car/2233774
58,TOYOTA,RAV4,30.8,2017年02月,99,110000,汽油,2,黑色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2242201
59,TOYOTA,RAV4,62.8,2020年01月,64,176084,汽油,2,銀色,手自排,前輪驅動,5,嘉義市,https://www.abccar.com.tw/dealer/217463,https://www.abccar.com.tw/Car/2242109
60,TOYOTA,RAV4,32.8,2017年01月,100,96500,油電複合,2.5,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2242075
61,TOYOTA,RAV4,72.8,2019年05月,72,81258,油電複合,2.5,銀色,手自排,前輪驅動,5,嘉義縣,https://www.abccar.com.tw/dealer/205704,https://www.abccar.com.tw/Car/2242064
62,TOYOTA,RAV4,69.9,2020年11月,54,106655,汽油,2,綠色,手自排,前輪驅動,5,雲林縣,https://www.abccar.com.tw/dealer/238191,https://www.abccar.com.tw/Car/2242022
63,TOYOTA,RAV4,82.8,2021年02月,51,23000,汽油,2,黑色,手自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/233244,https://www.abccar.com.tw/Car/2205616
64,TOYOTA,RAV4,23.8,2012年05月,156,165412,汽油,2.4,白色,手自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/224593,https://www.abccar.com.tw/Car/2209021
65,TOYOTA,RAV4,28.8,2017年06月,95,114900,油電複合,2.5,銀色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2241957
66,TOYOTA,RAV4,30.8,2017年09月,92,79588,油電複合,2.5,灰色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2241945
67,TOYOTA,RAV4,21.8,2011年03月,170,113542,汽油,2.4,黑色,自排,前輪驅動,5,台南市,https://www.abccar.com.tw/dealer/219159,https://www.abccar.com.tw/Car/2241802
68,TOYOTA,RAV4,38.8,2015年06月,119,143615,汽油,2,白色,手自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/232501,https://www.abccar.com.tw/Car/2203356
69,TOYOTA,RAV4,39.8,2015年12月,113,192202,汽油,2,白色,自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/63777,https://www.abccar.com.tw/Car/2236807
70,TOYOTA,RAV4,41.8,2015年12月,113,155239,汽油,2.5,灰色,手自排,前輪驅動,5,雲林縣,https://www.abccar.com.tw/dealer/10052,https://www.abccar.com.tw/Car/2205035
71,TOYOTA,RAV4,35.8,2014年04月,133,168518,汽油,2.5,灰色,手自排,前輪驅動,0,台南市,https://www.abccar.com.tw/dealer/231707,https://www.abccar.com.tw/Car/2202492
72,TOYOTA,RAV4,18.8,2010年12月,173,190950,汽油,2.4,白色,手自排,前輪驅動,5,雲林縣,https://www.abccar.com.tw/dealer/201695,https://www.abccar.com.tw/Car/2214000
73,TOYOTA,RAV4,18.8,2011年09月,164,180000,汽油,2.4,銀色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/228034,https://www.abccar.com.tw/Car/2218624
74,TOYOTA,RAV4,119.8,2025年01月,4,2173,油電複合,2.5,白色,自排,前輪驅動,5,台南市,https://www.abccar.com.tw/dealer/235896,https://www.abccar.com.tw/Car/2238508
75,TOYOTA,RAV4,89.8,2021年07月,46,100000,油電複合,2.5,黑色,自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/84414,https://www.abccar.com.tw/Car/2224991
76,TOYOTA,RAV4,15.8,2013年09月,140,60000,汽油,2,灰色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2241452
77,TOYOTA,RAV4,12.8,2011年02月,171,80000,汽油,2.4,黑色,自排,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2241448
78,TOYOTA,RAV4,17.8,2013年08月,141,70000,汽油,2,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2241447
79,TOYOTA,RAV4,12.8,2009年07月,190,90000,汽油,2.4,黑色,自排,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2241444
80,TOYOTA,RAV4,45.8,2019年05月,72,30000,汽油,2,黑色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2241443
81,TOYOTA,RAV4,42.8,2017年10月,91,167821,汽油,2,灰色,自排,前輪驅動,5,苗栗縣,https://www.abccar.com.tw/dealer/206396,https://www.abccar.com.tw/Car/2241381
82,TOYOTA,RAV4,25.8,2011年11月,162,137215,汽油,2.4,白色,自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/219572,https://www.abccar.com.tw/Car/2238595
83,TOYOTA,RAV4,98.9,2023年03月,26,9987,汽油,2,黑色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/217007,https://www.abccar.com.tw/Car/2239881
84,TOYOTA,RAV4,17.8,2008年12月,197,162538,汽油,2.4,銀色,自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/219026,https://www.abccar.com.tw/Car/2241290
85,TOYOTA,RAV4,28.8,2012年04月,157,147618,汽油,2.4,黑色,自排,前輪驅動,5,嘉義市,https://www.abccar.com.tw/dealer/217460,https://www.abccar.com.tw/Car/2236253
86,TOYOTA,RAV4,40.8,2015年06月,119,135000,汽油,2,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2241129
87,TOYOTA,RAV4,89.8,2021年05月,48,36366,油電複合,2.5,白色,手自排,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/227656,https://www.abccar.com.tw/Car/2241041
88,TOYOTA,RAV4,22.8,2011年02月,171,199183,汽油,2.4,黑色,自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/218753,https://www.abccar.com.tw/Car/2230650
89,TOYOTA,RAV4,68.8,2020年05月,60,36406,汽油,2,黑色,手自排,前輪驅動,0,彰化縣,https://www.abccar.com.tw/dealer/218753,https://www.abccar.com.tw/Car/2230668
90,TOYOTA,RAV4,81.8,2020年09月,56,55843,汽油,2,白色,自手排,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/219828,https://www.abccar.com.tw/Car/2237931
91,TOYOTA,RAV4,43.8,2016年11月,102,133233,汽油,2,白色,手自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/232738,https://www.abccar.com.tw/Car/2240241
92,TOYOTA,RAV4,18.8,2010年04月,181,109656,汽油,2.4,黑色,自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/232400,https://www.abccar.com.tw/Car/2235771
93,TOYOTA,RAV4,66.8,2020年01月,64,105000,汽油,2,灰色,自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/229276,https://www.abccar.com.tw/Car/2240063
94,TOYOTA,RAV4,47.8,2016年12月,101,155382,汽油,2,黑色,自排,前輪驅動,5,屏東縣,https://www.abccar.com.tw/dealer/230412,https://www.abccar.com.tw/Car/2239688
95,TOYOTA,RAV4,31.8,2014年04月,133,155913,汽油,2.5,黑色,手自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/217293,https://www.abccar.com.tw/Car/2239243
96,TOYOTA,RAV4,48.8,2020年01月,64,20000,汽油,2,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2239915
97,TOYOTA,RAV4,46.8,2019年02月,75,30000,汽油,2,紅色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2239911
98,TOYOTA,RAV4,33.8,2017年01月,100,40000,油電複合,2.5,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2239910
99,TOYOTA,RAV4,36.8,2019年02月,75,120000,汽油,2,紅色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2239886
100,TOYOTA,RAV4,54.8,2020年05月,60,20000,油電複合,2.5,白色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2239590
101,TOYOTA,RAV4,85.8,2021年07月,46,21589,油電複合,2.5,銀色,自排,前輪驅動,5,雲林縣,https://www.abccar.com.tw/dealer/7045,https://www.abccar.com.tw/Car/2238927
102,TOYOTA,RAV4,35.8,2017年06月,95,50000,油電複合,2.5,銀色,CVT 無段變速,前輪驅動,5,桃園市,,https://www.abccar.com.tw/Car/2239360
103,TOYOTA,RAV4,23.8,2010年04月,181,187604,汽油,2.4,黑色,自排,前輪驅動,5,雲林縣,https://www.abccar.com.tw/dealer/238191,https://www.abccar.com.tw/Car/2236134
104,TOYOTA,RAV4,39.8,2015年10月,115,90952,汽油,2.5,灰色,手自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/49728,https://www.abccar.com.tw/Car/2238447
105,TOYOTA,RAV4,75.8,2020年12月,53,94993,油電複合,2.5,藍色,手自排,前輪驅動,0,桃園市,https://www.abccar.com.tw/dealer/63777,https://www.abccar.com.tw/Car/2235636
106,TOYOTA,RAV4,89.8,2022年04月,37,79747,油電複合,2.5,白色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/66385,https://www.abccar.com.tw/Car/2237805
107,TOYOTA,RAV4,79.8,2021年12月,41,19594,汽油,2,白色,手自排,前輪驅動,0,彰化縣,https://www.abccar.com.tw/dealer/212717,https://www.abccar.com.tw/Car/2238065
108,TOYOTA,RAV4,28.8,2015年02月,123,175705,汽油,2.5,灰色,手自排,前輪驅動,5,高雄市,https://www.abccar.com.tw/dealer/17479,https://www.abccar.com.tw/Car/2237700
109,TOYOTA,RAV4,15.8,2008年12月,197,172033,汽油,2.4,銀色,自排,前輪驅動,5,雲林縣,https://www.abccar.com.tw/dealer/7107,https://www.abccar.com.tw/Car/2237464
110,TOYOTA,RAV4,79.8,2020年03月,62,53737,汽油,2,白色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/66385,https://www.abccar.com.tw/Car/2237216
111,TOYOTA,RAV4,41.8,2015年03月,122,127247,汽油,2,灰色,手自排,前輪驅動,0,桃園市,https://www.abccar.com.tw/dealer/26144,https://www.abccar.com.tw/Car/2236568
112,TOYOTA,RAV4,28.8,2009年06月,191,176637,汽油,2.4,銀色,自排,前輪驅動,0,高雄市,https://www.abccar.com.tw/dealer/217809,https://www.abccar.com.tw/Car/2236280
113,TOYOTA,RAV4,42.8,2016年07月,106,169796,汽油,2,銀色,手自排,前輪驅動,5,台中市,,https://www.abccar.com.tw/Car/2235749
114,TOYOTA,RAV4,38.8,2012年07月,154,75953,汽油,2.4,銀色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/217073,https://www.abccar.com.tw/Car/2235799
115,TOYOTA,RAV4,37.8,2015年06月,119,155078,汽油,2,銀色,手自排,前輪驅動,5,台中市,https://www.abccar.com.tw/dealer/1640,https://www.abccar.com.tw/Car/2235349
116,TOYOTA,RAV4,78.8,2021年05月,48,58175,汽油,2,白色,自排,前輪驅動,5,台南市,https://www.abccar.com.tw/dealer/232813,https://www.abccar.com.tw/Car/2235195
117,TOYOTA,RAV4,40,2015年08月,117,117482,汽油,2,白色,自排,前輪驅動,5,桃園市,https://www.abccar.com.tw/dealer/207076,https://www.abccar.com.tw/Car/2235375
118,TOYOTA,RAV4,66.8,2019年08月,69,65788,汽油,2,灰色,手自排,前輪驅動,5,彰化縣,https://www.abccar.com.tw/dealer/217195,https://www.abccar.com.tw/Car/2235230
